         4152454 function calls (4091041 primitive calls) in 5.373 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:345(StepLR)
        1    0.000    0.000    0.000    0.000 util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 connection.py:579(SocketListener)
        1    0.000    0.000    0.000    0.000 _diagnostic.py:59(ExportDiagnosticTool)
        1    0.000    0.000    0.000    0.000 constraints.py:311(_GreaterThan)
        1    0.000    0.000    0.000    0.000 worker.py:49(ManagerWatchdog)
        1    0.000    0.000    0.000    0.000 fetch.py:7(_BaseDatasetFetcher)
        1    0.000    0.000    0.000    0.000 _pyio.py:292(OpenWrapper)
        2    0.000    0.000    0.000    0.000 _pyio.py:1776(writable)
        1    0.000    0.000    0.000    0.000 streamreader.py:8(StreamReaderIterDataPipe)
        1    0.000    0.000    0.000    0.000 protocol.py:41(ProtocolServer)
        1    0.000    0.000    0.000    0.000 stubs.py:21(DeQuantStub)
        1    0.000    0.000    0.000    0.000 operator_schemas.py:41(_FakeGlobalNamespace)
        1    0.000    0.000    0.000    0.000 events.py:4(Event)
        1    0.000    0.000    0.000    0.000 events.py:55(__init__)
        1    0.000    0.000    0.000    0.000 reader.py:24(ReaderError)
        1    0.000    0.000    0.000    0.000 _misc.py:9(LinAlgWarning)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:38(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 tags.py:499(interpreter_name)
        1    0.000    0.000    0.000    0.000 _nonlin.py:981(Anderson)
        1    0.000    0.000    0.000    0.000 _polyint.py:222(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1430(RectBivariateSpline)
        1    0.000    0.000    0.000    0.000 _cubic.py:70(CubicHermiteSpline)
        1    0.000    0.000    0.000    0.000 _qmc.py:2119(MultinomialQMC)
        1    0.000    0.000    0.000    0.000 channel_clean.py:14(channel_clean)
        1    0.000    0.000    0.000    0.000 __init__.py:721(BoolStorage)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4023(unitary_group_gen)
        5    0.000    0.000    0.000    0.000 dataclasses.py:162(__repr__)
        1    0.000    0.000    0.000    0.000 tarfile.py:270(TarError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1245(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 polyutils.py:47(RankWarning)
        3    0.000    0.000    0.000    0.000 core.py:867(__init__)
        1    0.000    0.000    0.000    0.000 base.py:149(NoNewAttributesMixin)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:78(_LoadSparseSeries)
        1    0.000    0.000    0.000    0.000 pytables.py:627(TermValue)
        1    0.000    0.000    0.000    0.000 api.py:87(AllGatherStates)
        1    0.000    0.000    0.000    0.000 __init__.py:28(context)
        1    0.000    0.000    0.000    0.000 pooling.py:171(MaxPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:994(AdaptiveMaxPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:1024(AdaptiveMaxPool2d)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:394(MultiStepLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:569(ExponentialLR)
        1    0.000    0.000    0.000    0.000 context.py:220(Process)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:407(_reduce_op_symbolic)
        1    0.000    0.000    0.000    0.000 constraints.py:345(_LessThan)
        1    0.000    0.000    0.000    0.000 _dill.py:298(MetaCatchingDict)
        1    0.000    0.000    0.000    0.000 _morestats.py:4049(DirectionalStats)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:711(ShortStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:736(ComplexFloatStorage)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1727(nchypergeom_wallenius_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4536(multivariate_t_frozen)
        1    0.000    0.000    0.000    0.000 _covariance.py:611(CovViaPSD)
        1    0.000    0.000    0.000    0.000 _czt.py:275(ZoomFFT)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:46(PytestTester)
        1    0.000    0.000    0.000    0.000 index_tricks.py:109(nd_grid)
        1    0.000    0.000    0.000    0.000 utils.py:104(_Deprecate)
        1    0.000    0.000    0.000    0.000 core.py:84(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:1329(make_mask_descr)
        1    0.000    0.000    0.000    0.000 core.py:2378(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6839(_frommethod)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(Error)
        1    0.000    0.000    0.000    0.000 cast.py:2100(LossySetitemError)
        1    0.000    0.000    0.000    0.000 _json.py:1224(SeriesParser)
        1    0.000    0.000    0.000    0.000 sql.py:1304(SQLAlchemyEngine)
        1    0.000    0.000    0.000    0.000 serialization.py:238(_opener)
        1    0.000    0.000    0.000    0.000 __init__.py:759(HalfStorage)
        1    0.000    0.000    0.000    0.000 function.py:245(_HookMixin)
        1    0.000    0.000    0.000    0.000 _legacy.py:50(_dispatch_dtypes)
        1    0.000    0.000    0.000    0.000 activation.py:273(Sigmoid)
        1    0.000    0.000    0.000    0.000 pooling.py:1120(AdaptiveAvgPool1d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:385(LazyInstanceNorm3d)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:205(SpectralNormStateDictHook)
        1    0.000    0.000    0.000    0.000 _functions.py:52(Gather)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:710(PolynomialLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:833(ChainedScheduler)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:45(DupFd)
        1    0.000    0.000    0.000    0.000 _recursive.py:119(SourceContext)
        1    0.000    0.000    0.000    0.000 frontend.py:102(FrontendError)
        1    0.000    0.000    0.000    0.000 _trace.py:1118(TopLevelTracedModule)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:26(_apply)
        1    0.000    0.000    0.000    0.000 constraints.py:409(_Multinomial)
        1    0.000    0.000    0.000    0.000 utils.py:95(lazy_property)
        1    0.000    0.000    0.000    0.000 _typing.py:340(_IterDataPipeMeta)
        1    0.000    0.000    0.000    0.000 worker.py:113(_IterableDatasetStopIteration)
        1    0.000    0.000    0.000    0.000 fetch.py:18(_IterableDatasetFetcher)
        1    0.000    0.000    0.000    0.000 dataframes.py:241(CaptureVariable)
        1    0.000    0.000    0.000    0.000 structures.py:7(DataChunkDF)
        1    0.000    0.000    0.000    0.000 decoder.py:114(ImageHandler)
        1    0.000    0.000    0.000    0.000 dataloader.py:655(_SingleProcessDataLoaderIter)
        1    0.000    0.000    0.000    0.000 _interface.py:634(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:57(DoubleInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _cubic.py:468(CubicSpline)
        6    0.000    0.000    0.000    0.000 argparse.py:1733(identity)
        1    0.000    0.000    0.000    0.000 threading.py:268(_acquire_restore)
        1    0.000    0.000    0.000    0.000 info.py:838(DataFrameTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 __init__.py:691(FloatStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:706(IntStorage)
        1    0.000    0.000    0.000    0.000 _utils.py:509(ExceptionWrapper)
        1    0.000    0.000    0.000    0.000 format.py:1609(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1838(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1341(SubArrayFormat)
        2    0.000    0.000    0.000    0.000 core.py:883(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:315(_CountryTimezoneDict)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 expressions.py:55(Context)
        1    0.000    0.000    0.000    0.000 expressions.py:499(ConstantNode)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:21(__init__)
        1    0.000    0.000    0.000    0.000 accessors.py:479(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.000    0.000 ops.py:517(Div)
        1    0.000    0.000    0.000    0.000 expr.py:775(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 serialization.py:249(_open_file)
        1    0.000    0.000    0.000    0.000 serialization.py:293(_open_zipfile_writer_buffer)
        1    0.000    0.000    0.000    0.000 serialization.py:1064(StorageType)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:99(_Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:749(DoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:779(CharStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:13(_PyFutureMeta)
        1    0.000    0.000    0.000    0.000 function.py:274(FunctionMeta)
        1    0.000    0.000    0.000    0.000 _comparison.py:341(ObjectPair)
        1    0.000    0.000    0.000    0.000 activation.py:1246(Softsign)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:501(LinearLR)
        1    0.000    0.000    0.000    0.000 errors.py:97(SymbolicValueError)
        1    0.000    0.000    0.000    0.000 _infra.py:242(__post_init__)
        1    0.000    0.000    0.000    0.000 frontend.py:311(Builder)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:158(__init__)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:2029(wrap_logical_op_with_cast_to)
        1    0.000    0.000    0.000    0.000 constraints.py:284(_IntegerGreaterThan)
        1    0.000    0.000    0.000    0.000 _pyio.py:283(DocDescriptor)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:169(PHBase)
        1    0.000    0.000    0.000    0.000 preprocessing.py:66(noise_reduction)
        1    0.000    0.000    0.000    0.000 nodes.py:2(Node)
        1    0.000    0.000    0.000    0.000 scanner.py:654(fetch_double)
        1    0.000    0.000    0.000    0.000 _pep440.py:149(__ge__)
        1    0.000    0.000    0.000    0.000 _base.py:14(SparseWarning)
        1    0.000    0.000    0.000    0.000 _interface.py:725(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 arpack.py:956(IterInv)
        1    0.000    0.000    0.000    0.000 utils.py:45(KnownFailureException)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:294(Metropolis)
        1    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(<module>)
        1    0.000    0.000    0.000    0.000 _ltisys.py:1082(ZerosPolesGainContinuous)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8985(FitUniformFixedScaleDataError)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _elffile.py:17(ELFInvalid)
        3    0.000    0.000    0.000    0.000 enum.py:787(name)
        1    0.000    0.000    0.000    0.000 _utils.py:668(_ClassPropertyDescriptor)
        1    0.000    0.000    0.000    0.000 _ops.py:523(_PyOpNamespace)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:20(SqrtmError)
        1    0.000    0.000    0.000    0.000 tarfile.py:707(ExFileObject)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1222(IntegerFormat)
        1    0.000    0.000    0.000    0.000 index_tricks.py:569(ndenumerate)
        1    0.000    0.000    0.000    0.000 algorithms.py:1295(SelectNSeries)
        1    0.000    0.000    0.000    0.000 expressions.py:42(set_use_numexpr)
        2    0.000    0.000    0.000    0.000 generic.py:137(pin_allowlisted_properties)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:201(Unpickler)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:1070(BroadcastingListCls)
        1    0.000    0.000    0.000    0.000 pooling.py:1066(AdaptiveMaxPool3d)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:443(ConstantLR)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 process.py:37(current_process)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 constraints.py:328(_GreaterThanEq)
        1    0.000    0.000    0.000    0.000 protocol.py:140(IterDataPipeQueueProtocolServer)
        1    0.000    0.000    0.000    0.000 tokens.py:2(Token)
        1    0.000    0.000    0.000    0.000 loader.py:11(BaseLoader)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
        1    0.000    0.000    0.000    0.000 _filter_design.py:33(BadCoefficients)
        2    0.000    0.000    0.000    0.000 tags.py:340(_mac_arch)
        1    0.000    0.000    0.000    0.000 tzfile.py:12(_byte_string)
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:1001(is_absolute)
        1    0.000    0.000    0.000    0.000 exceptions.py:189(DTypePromotionError)
        1    0.000    0.000    0.000    0.000 info.py:1047(SeriesTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 ops.py:1342(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 __init__.py:701(LongStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:731(ComplexDoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:741(QUInt8Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:751(QInt32Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:761(QUInt2x4Storage)
        1    0.000    0.000    0.000    0.000 package_importer.py:665(_ModuleNode)
        1    0.000    0.000    0.000    0.000 annotations.py:29(Module)
        1    0.000    0.000    0.000    0.000 rk.py:538(RkDenseOutput)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1644(nchypergeom_fisher_gen)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:381(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:418(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1295(__init__)
        1    0.000    0.000    0.000    0.000 formatter.py:19(_lookup_style)
        1    0.000    0.000    0.000    0.000 tarfile.py:735(SpecialFileError)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2317(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1278(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        1    0.000    0.000    0.000    0.000 __init__.py:129(InvalidVersion)
        1    0.000    0.000    0.000    0.000 _tzpath.py:170(InvalidTZPathWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:395(PyperclipWindowsException)
        1    0.000    0.000    0.000    0.000 csv.py:64(excel_tab)
        1    0.000    0.000    0.000    0.000 frequencies.py:470(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.000    0.000 multi.py:150(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 ops.py:611(FuncNode)
        1    0.000    0.000    0.000    0.000 utils.py:51(Endianness)
        1    0.000    0.000    0.000    0.000 __init__.py:826(SubclassedCategorical)
        1    0.000    0.000    0.000    0.000 sql.py:1285(BaseEngine)
        1    0.000    0.000    0.000    0.000 types.py:26(SymInt)
        1    0.000    0.000    0.000    0.000 serialization.py:285(_open_zipfile_writer_file)
        1    0.000    0.000    0.000    0.000 __init__.py:299(device_of)
        1    0.000    0.000    0.000    0.000 __init__.py:754(FloatStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:769(IntStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:789(BFloat16Storage)
        1    0.000    0.000    0.000    0.000 streams.py:117(ExternalStream)
        1    0.000    0.000    0.000    0.000 variable.py:5(VariableMeta)
        1    0.000    0.000    0.000    0.000 function.py:468(InplaceFunction)
        1    0.000    0.000    0.000    0.000 profiler.py:590(emit_nvtx)
        1    0.000    0.000    0.000    0.000 pickletools.py:2550(_Example)
        1    0.000    0.000    0.000    0.000 conv.py:1128(_ConvTransposeMixin)
        1    0.000    0.000    0.000    0.000 pooling.py:249(_MaxUnpoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:1148(AdaptiveAvgPool2d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:306(LazyBatchNorm1d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:413(LazyBatchNorm2d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:308(InstanceNorm3d)
        1    0.000    0.000    0.000    0.000 dropout.py:62(Dropout1d)
        1    0.000    0.000    0.000    0.000 _functions.py:85(Scatter)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:760(CosineAnnealingLR)
        1    0.000    0.000    0.000    0.000 registration.py:210(__init__)
        1    0.000    0.000    0.000    0.000 std.py:39(TqdmWarning)
        1    0.000    0.000    0.000    0.000 constraints.py:232(_OneHot)
        1    0.000    0.000    0.000    0.000 constraints.py:265(_IntegerLessThan)
        1    0.000    0.000    0.000    0.000 constraints.py:380(_HalfOpenInterval)
        1    0.000    0.000    0.000    0.000 datapipe.py:203(DFIterDataPipe)
        1    0.000    0.000    0.000    0.000 _typing.py:22(GenericMeta)
        1    0.000    0.000    0.000    0.000 dataframes.py:360(CaptureInitial)
        1    0.000    0.000    0.000    0.000 datapipes.py:111(ExampleAggregateAsDataFrames)
        1    0.000    0.000    0.000    0.000 fused.py:9(_FusedModule)
        1    0.000    0.000    0.000    0.000 fused.py:21(ConvReLU2d)
        1    0.000    0.000    0.000    0.000 fused.py:66(ConvBnReLU1d)
        1    0.000    0.000    0.000    0.000 utils.py:73(_ntuple_from_first)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:846(_PatchedFnSetItem)
        1    0.000    0.000    0.000    0.000 error.py:48(MarkedYAMLError)
        1    0.000    0.000    0.000    0.000 dumper.py:9(BaseDumper)
        1    0.000    0.000    0.000    0.000 _testutils.py:16(FPUModeChangeWarning)
        1    0.000    0.000    0.000    0.000 _optimize.py:3718(_Brute_Wrapper)
        1    0.000    0.000    0.000    0.000 case.py:156(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 suite.py:375(_DebugResult)
        1    0.000    0.000    0.000    0.000 report.py:39(SQPReport)
        1    0.000    0.000    0.000    0.000 _quadrature.py:142(AccuracyWarning)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:16(IntegrationWarning)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1174(_RangeFunc)
        1    0.000    0.000    0.000    0.000 _polyint.py:143(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:742(LSQUnivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1331(LSQBivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1626(SmoothSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 _ndgriddata.py:20(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:585(FitDataError)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:518(rv_discrete_frozen)
        1    0.000    0.000    0.000    0.000 synchronize.py:142(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 engines.py:108(NumExprEngine)
        1    0.000    0.000    0.000    0.000 _parser.py:661(_result)
        1    0.000    0.000    0.000    0.000 __init__.py:726(BFloat16Storage)
        1    0.000    0.000    0.000    0.000 _docscrape.py:101(ParseError)
        1    0.000    0.000    0.000    0.000 dataclasses.py:959(<listcomp>)
        1    0.000    0.000    0.000    0.000 format.py:1825(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 tarfile.py:723(AbsolutePathError)
        1    0.000    0.000    0.000    0.000 tarfile.py:728(OutsideDestinationError)
        1    0.000    0.000    0.000    0.000 tarfile.py:740(AbsoluteLinkError)
        1    0.000    0.000    0.000    0.000 tarfile.py:745(LinkOutsideDestinationError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1336(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 index_tricks.py:211(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:717(IndexExpression)
        1    0.000    0.000    0.000    0.000 core.py:830(__init__)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
        2    0.000    0.000    0.000    0.000 __init__.py:158(is_initialized)
        1    0.000    0.000    0.000    0.000 __init__.py:774(ShortStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:784(BoolStorage)
        1    0.000    0.000    0.000    0.000 context.py:279(SpawnProcess)
        1    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 engine.py:56(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:92(cuBLASModule)
        1    0.000    0.000    0.000    0.000 dataframes.py:205(CaptureCall)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:959(FakeCopyMode)
        1    0.000    0.000    0.000    0.000 <decorator-gen-5>:1(<module>)
        1    0.000    0.000    0.000    0.000 report.py:47(IPReport)
        1    0.000    0.000    0.000    0.000 _odepack_py.py:11(ODEintWarning)
        1    0.000    0.000    0.000    0.000 _warnings_errors.py:12(ConstantInputWarning)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:527(rv_continuous_frozen)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._using_numpy2_behavior}
        1    0.000    0.000    0.000    0.000 exceptions.py:58(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _array_like.py:157(_UnknownType)
        1    0.000    0.000    0.000    0.000 _parser.py:1378(_attr)
        1    0.000    0.000    0.000    0.000 __init__.py:696(HalfStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:716(CharStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:756(QUInt4x2Storage)
        1    0.000    0.000    0.000    0.000 _sf_error.py:13(SpecialFunctionError)
        1    0.000    0.000    0.000    0.000 bdf.py:448(BdfDenseOutput)
        1    0.000    0.000    0.000    0.000 radau.py:542(RadauDenseOutput)
        1    0.000    0.000    0.000    0.000 rk.py:563(Dop853DenseOutput)
        1    0.000    0.000    0.000    0.000 lsoda.py:179(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5650(uniform_direction_frozen)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1235(BoolFormat)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:118(_sliding_window_view_dispatcher)
        1    0.000    0.000    0.000    0.000 polynomial.py:29(RankWarning)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
        1    0.000    0.000    0.000    0.000 _typing.py:234(ReadPickleBuffer)
        1    0.000    0.000    0.000    0.000 datetimelike.py:154(InvalidComparison)
        1    0.000    0.000    0.000    0.000 indexing.py:87(_IndexSlice)
        1    0.000    0.000    0.000    0.000 pytables.py:3260(FrameFixed)
        1    0.000    0.000    0.000    0.000 overrides.py:1854(_TorchFunctionStackMode)
        1    0.000    0.000    0.000    0.000 serialization.py:280(_open_zipfile_reader)
        1    0.000    0.000    0.000    0.000 __init__.py:183(DeferredCudaCallError)
        1    0.000    0.000    0.000    0.000 __init__.py:794(ComplexDoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:799(ComplexFloatStorage)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:71(__init__)
        1    0.000    0.000    0.000    0.000 _comparison.py:267(UnsupportedInputs)
        1    0.000    0.000    0.000    0.000 package_exporter.py:119(EmptyMatchError)
        1    0.000    0.000    0.000    0.000 pickletools.py:948(StackObject)
        1    0.000    0.000    0.000    0.000 batchnorm.py:233(BatchNorm1d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:192(InstanceNorm2d)
        1    0.000    0.000    0.000    0.000 dropout.py:104(Dropout2d)
        1    0.000    0.000    0.000    0.000 process.py:391(_MainProcess)
        1    0.000    0.000    0.000    0.000 spawn.py:163(SpawnContext)
        1    0.000    0.000    0.000    0.000 connection.py:765(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:80(is_available)
        1    0.000    0.000    0.000    0.000 std.py:213(EMA)
        1    0.000    0.000    0.000    0.000 utils.py:157(CallbackIOWrapper)
        1    0.000    0.000    0.000    0.000 constraints.py:222(_Boolean)
        1    0.000    0.000    0.000    0.000 _typing.py:215(__init__)
        1    0.000    0.000    0.000    0.000 _dill.py:122(<lambda>)
        1    0.000    0.000    0.000    0.000 dataframes.py:187(CaptureLikeMock)
        1    0.000    0.000    0.000    0.000 datapipes.py:18(DataFramesAsTuplesPipe)
        1    0.000    0.000    0.000    0.000 datapipes.py:42(ConcatDataFramesPipe)
        1    0.000    0.000    0.000    0.000 protocol.py:4(Protocol)
        1    0.000    0.000    0.000    0.000 protocol.py:77(MapDataPipeQueueProtocolServer)
        1    0.000    0.000    0.000    0.000 queue.py:32(ThreadingQueue)
        1    0.000    0.000    0.000    0.000 fused.py:30(ConvReLU3d)
        1    0.000    0.000    0.000    0.000 fused.py:48(ConvBn1d)
        1    0.000    0.000    0.000    0.000 fused.py:57(ConvBn2d)
        1    0.000    0.000    0.000    0.000 preprocessing.py:107(preprocessing)
        1    0.000    0.000    0.000    0.000 events.py:15(NodeEvent)
        1    0.000    0.000    0.000    0.000 _pep440.py:129(InvalidVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:141(<lambda>)
        1    0.000    0.000    0.000    0.000 decorator.py:254(ContextManager)
        1    0.000    0.000    0.000    0.000 <decorator-gen-0>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-3>:1(<module>)
        1    0.000    0.000    0.000    0.000 arpack.py:283(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 arpack.py:310(_ArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:380(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:907(SpLuInv)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:42(CGSteihaugSubproblem)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:165(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 _nonlin.py:26(NoConvergence)
        1    0.000    0.000    0.000    0.000 _nonlin.py:557(GenericBroyden)
        1    0.000    0.000    0.000    0.000 <decorator-gen-8>:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:521(Simplex)
        1    0.000    0.000    0.000    0.000 _ltisys.py:738(TransferFunctionContinuous)
        1    0.000    0.000    0.000    0.000 _ltisys.py:2670(Bunch)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1187(_OptFunc)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1542(SphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 synchronize.py:159(Lock)
        2    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 plistlib.py:439(InvalidFileException)
        1    0.000    0.000    0.000    0.000 enum.py:431(__getitem__)
        1    0.000    0.000    0.000    0.000 exceptions.py:85(TooHardError)
        1    0.000    0.000    0.000    0.000 construction.py:481(<listcomp>)
        1    0.000    0.000    0.000    0.000 ops.py:1350(FrameSplitter)
        1    0.000    0.000    0.000    0.000 __init__.py:746(QInt8Storage)
        2    0.000    0.000    0.000    0.000 _state.py:39(__bool__)
        1    0.000    0.000    0.000    0.000 _bvp.py:514(BVPResult)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3570(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 blocks.py:1926(NumericBlock)
        1    0.000    0.000    0.000    0.000 managers.py:1860(<listcomp>)
        1    0.000    0.000    0.000    0.000 gzip.py:116(BadGzipFile)
