         4152454 function calls (4091041 primitive calls) in 5.373 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 independent.py:1(<module>)
       10    0.000    0.000    0.000    0.000 util.py:76(iter_children_func)
        1    0.000    0.000    0.000    0.000 conv.py:272(Conv1d)
        1    0.000    0.000    0.000    0.000 registration.py:64(OverrideDict)
        1    0.000    0.000    0.000    0.000 half_normal.py:12(HalfNormal)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poisson.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fourier.py:5(<module>)
        1    0.000    0.000    0.005    0.005 resource_tracker.py:145(register)
       10    0.000    0.000    0.000    0.000 edfreader.py:73(__enter__)
        1    0.000    0.000    0.000    0.000 edfreader.py:69(EdfReader)
        1    0.000    0.000    0.000    0.000 glob.py:24(iglob)
        1    0.000    0.000    0.000    0.000 _property_bag.py:4(<module>)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:2(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        2    0.000    0.000    0.000    0.000 blas.py:377(_memoize_get_funcs)
        9    0.000    0.000    0.000    0.000 __init__.py:1224(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:155(_candidate_tempdir_list)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:3282(_unsupported_dropout)
        4    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 readers.py:1388(TextFileReader)
        1    0.000    0.000    0.001    0.001 _artifact_location.py:4(<module>)
        7    0.000    0.000    0.000    0.000 symbolic_helper.py:1052(_interpolate_helper)
        1    0.000    0.000    0.000    0.000 dirichlet.py:30(Dirichlet)
        1    0.000    0.000    0.000    0.000 rnn.py:3(LSTM)
        1    0.000    0.000    0.000    0.000 info.py:787(DataFrameTableBuilder)
        1    0.000    0.000    0.000    0.000 messages.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:9(set_module)
        1    0.000    0.000    0.000    0.000 _atfork.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:1118(BinGrouper)
        1    0.000    0.000    0.000    0.000 _onenormest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        1    0.000    0.000    0.000    0.000 frozen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _graph_traversal.py:16(GraphTraversal)
        1    0.000    0.000    0.000    0.000 _testutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.FileIO' objects}
        1    0.000    0.000    0.000    0.000 _kdtree.py:206(KDTree)
        1    0.000    0.000    0.000    0.000 gamma.py:14(Gamma)
        1    0.000    0.000    0.000    0.000 laplace.py:1(<module>)
        2    0.000    0.000    0.000    0.000 plistlib.py:406(_is_fmt_xml)
        1    0.000    0.000    0.000    0.000 transforms.py:208(_InverseTransform)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixture_same_family.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1531(<listcomp>)
       22    0.000    0.000    0.000    0.000 _codata.py:1568(_check_obsolete)
        1    0.000    0.000    0.000    0.000 linear.py:12(Linear)
        1    0.000    0.000    0.000    0.000 core.py:141(MaskedTensor)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        5    0.000    0.000    0.000    0.000 highlevel.py:384(<listcomp>)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:2015(consume_positionals)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:57(__enter__)
        1    0.000    0.000    0.000    0.000 dtypes.py:1314(PandasDtype)
        1    0.000    0.000    0.000    0.000 string_.py:219(StringArray)
        1    0.000    0.000    0.000    0.000 apply.py:109(Apply)
        1    0.000    0.000    0.000    0.000 linear.py:99(Linear)
        1    0.000    0.000    0.000    0.000 bsplines.py:5(<module>)
        1    0.000    0.000    0.000    0.000 channelshuffle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multiformat_message_string.py:4(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:13(LinearBlockSparsePattern)
        7    0.000    0.000    0.000    0.000 configurable.py:522(instance)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:5(<module>)
        4    0.000    0.000    0.000    0.000 api.py:349(<setcomp>)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:172(Column)
        1    0.000    0.000    0.000    0.000 join.py:112(Join)
        2    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lbfgs.py:184(LBFGS)
        4    0.000    0.000    0.000    0.000 scanner.py:657(fetch_flow_scalar)
        1    0.000    0.000    0.000    0.000 gamma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _decorator.py:63(non_deterministic)
        2    0.000    0.000    0.000    0.000 posixpath.py:100(split)
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:581(__init__)
       14    0.000    0.000    0.000    0.000 argparse.py:1580(_check_conflict)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:564(__init__)
        1    0.000    0.000    0.000    0.000 _tzpath.py:31(_parse_python_tzpath)
        1    0.000    0.000    0.042    0.042 _rules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conv_fused.py:25(_ConvBnNd)
        6    0.000    0.000    0.000    0.000 os.py:771(getenv)
        3    0.000    0.000    0.000    0.000 gettext.py:664(dgettext)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 objects.py:43(BaseIndexer)
        1    0.000    0.000    0.000    0.000 _comparison.py:377(BooleanPair)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 core.py:6340(mvoid)
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
       12    0.000    0.000    0.000    0.000 _type_utils.py:83(from_name)
        1    0.000    0.000    0.000    0.000 linear.py:9(Linear)
        1    0.000    0.000    0.000    0.000 _pep440.py:285(Version)
       10    0.000    0.000    0.000    0.000 common.py:537(is_string_or_object_np_dtype)
        1    0.000    0.000    0.000    0.000 profiler.py:57(profile)
        1    0.000    0.000    0.000    0.000 parametrizations.py:33(_OrthMaps)
        1    0.000    0.000    0.000    0.000 _ir_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normal.py:12(Normal)
        1    0.000    0.000    0.000    0.000 proxy.py:216(Proxy)
        1    0.000    0.000    0.000    0.000 composer.py:13(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:42(__init__)
        1    0.000    0.000    0.000    0.000 bn_relu.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:955(wrap)
        5    0.000    0.000    0.000    0.000 base.py:5402(<setcomp>)
        5    0.000    0.000    0.000    0.000 construction.py:525(treat_as_nested)
        1    0.000    0.000    0.000    0.000 _xlwt.py:30(XlwtWriter)
        3    0.000    0.000    0.000    0.000 _six.py:28(with_metaclass)
        4    0.000    0.000    0.000    0.000 _torch_docs.py:28(<dictcomp>)
        1    0.000    0.000    0.000    0.000 convert_parameters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.000    0.000 linear.py:4(Linear)
        1    0.000    0.000    0.000    0.000 is_from_package.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _weakrefset.py:111(remove)
        1    0.000    0.000    0.000    0.000 threading.py:757(_newname)
        1    0.000    0.000    0.000    0.000 common.py:1042(_IOWrapper)
        4    0.000    0.000    0.000    0.000 symbolic_opset9.py:749(overload_by_arg_count)
        1    0.000    0.000    0.000    0.000 __init__.py:35(cuFFTPlanCache)
        1    0.000    0.000    0.000    0.000 _ltisys.py:491(TransferFunction)
       22    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {built-in method posix.isatty}
        5    0.000    0.000    0.000    0.000 generic.py:640(_info_axis)
        4    0.000    0.000    0.000    0.000 __init__.py:2163(_make_reduction_prim)
        7    0.000    0.000    0.000    0.000 _arrays.py:57(_matrix_doc_to_array)
        1    0.000    0.000    0.000    0.000 file_structure_representation.py:2(<module>)
        8    0.000    0.000    0.000    0.000 blocks.py:165(_can_hold_na)
        2    0.000    0.000    0.001    0.000 linear.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _odswriter.py:32(ODSWriter)
        1    0.000    0.000    0.000    0.000 process.py:393(__init__)
        1    0.000    0.000    0.000    0.000 dirichlet.py:16(_Dirichlet)
        1    0.000    0.000    0.000    0.000 dataframe_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:323(norm_gen)
        5    0.000    0.000    0.002    0.000 ultratb.py:710(lines)
        1    0.000    0.000    0.000    0.000 _crash_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 batchnorm.py:17(_NormBase)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:12(SpectralNorm)
        1    0.000    0.000    0.000    0.000 _web_request.py:15(WebRequest)
        1    0.000    0.000    0.000    0.000 selecting.py:19(FilterIterDataPipe)
        1    0.000    0.000    0.001    0.001 _root_scalar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reductions.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 kde.py:5(<module>)
        1    0.000    0.000    0.000    0.000 binomial.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 conv.py:579(_ConvTransposeNd)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 parser.py:3(<module>)
        1    0.000    0.000    0.000    0.000 autocast_mode.py:4(autocast)
        1    0.000    0.000    0.000    0.000 lkj_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 _quadrature.py:157(cache_decorator)
        1    0.000    0.000    0.000    0.000 _qmc.py:1638(PoissonDisk)
       10    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        5    0.000    0.000    0.000    0.000 api.py:104(<listcomp>)
        1    0.000    0.000    0.000    0.000 extension.py:138(ExtensionIndex)
        2    0.000    0.000    0.000    0.000 _dill.py:183(__init__)
       17    0.000    0.000    0.000    0.000 scanner.py:349(add_indent)
       15    0.000    0.000    0.000    0.000 base.py:728(_constructor)
        2    0.000    0.000    0.000    0.000 enum.py:971(__or__)
        4    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 _notification.py:20(Notification)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1087(set_data)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _dill.py:398(Unpickler)
        4    0.000    0.000    0.000    0.000 _strptime.py:26(_getlang)
        1    0.000    0.000    0.000    0.000 conv.py:465(Conv3d)
        1    0.000    0.000    0.000    0.000 normalization.py:87(LayerNorm)
        1    0.000    0.000    0.003    0.003 sparse_adam.py:1(<module>)
        6    0.000    0.000    0.000    0.000 argparse.py:1571(_get_handler)
        5    0.000    0.000    0.000    0.000 core.py:622(executing_piece)
        7    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 re.py:315(_compile_repl)
       10    0.000    0.000    0.000    0.000 common.py:393(is_timedelta64_dtype)
        4    0.000    0.000    0.000    0.000 tokenize.py:284(_get_normal_name)
        5    0.000    0.000    0.000    0.000 utils.py:155(MyLexer)
       10    0.000    0.000    0.000    0.000 managers.py:1042(<genexpr>)
        5    0.000    0.000    0.000    0.000 range.py:353(dtype)
        1    0.000    0.000    0.000    0.000 _globals.py:17(_InternalGlobals)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:4(<module>)
       12    0.000    0.000    0.000    0.000 period.py:104(_field_accessor)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 importer.py:28(Importer)
        1    0.000    0.000    0.000    0.000 log_normal.py:1(<module>)
       22    0.000    0.000    0.000    0.000 reductions.py:123(_torch_grad_reduce)
        1    0.000    0.000    0.000    0.000 argparse.py:2541(_get_formatter)
        1    0.000    0.000    0.000    0.000 xml.py:60(_XMLFrameParser)
        1    0.000    0.000    0.000    0.000 parametrize.py:69(ParametrizationList)
        1    0.000    0.000    0.000    0.000 linear.py:67(Linear)
        1    0.000    0.000    0.000    0.000 distance.py:1949(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _logical_location.py:12(LogicalLocation)
        1    0.000    0.000    0.000    0.000 logistic_normal.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:167(detect_number_of_cores)
        9    0.000    0.000    0.000    0.000 generic.py:5876(<genexpr>)
        1    0.000    0.000    0.000    0.000 methods.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:925(clear)
       11    0.000    0.000    0.000    0.000 __init__.py:10(partialclass)
        1    0.000    0.000    0.000    0.000 _result_provenance.py:15(ResultProvenance)
        1    0.000    0.000    0.000    0.000 studentT.py:11(StudentT)
        1    0.000    0.000    0.000    0.000 _ni_support.py:31(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._set_promotion_state}
        5    0.000    0.000    0.000    0.000 _legacy.py:51(__add__)
